"filename","type","records_approx","date_range","description","primary_source","notes"
"rbmk_thermal_hydraulics_REAL.csv","nuclear_physics_reference","8_rows","reactor_thermal_hydraulics","RBMK-1000 thermal hydraulics: two main circulation loops; 14,000-16,000 kg/s total flow; 265°C inlet; 14% steam quality outlet; 7.0-7.5 MPa operating; critical heat flux (CHF) 1500-2000 kW/m² (exceeded during excursion as heat flux rose 150×); positive void coefficient mechanism vs PWR negative void coefficient (detailed); density wave oscillations (DWO) instability at low power; ECCS disabled during test; SWS steam drum separation; zirconium-water reaction (ΔH=-602 kJ/mol; hydrogen production → detonation potential); graphite combustion > 700°C; Zr-water reaction contributing ~11,000-33,000 GJ additional energy","INSAG-7 IAEA 1992; Glasstone Sesonske 1967; rbmk_void_coefficient_physics_REAL.csv; chernobyl_accident_chronology_REAL.csv; historical_contamination_context_REAL.csv","ECCS disabled = critical operational violation; even with ECCS active: 4-second power excursion too fast to prevent core destruction; Zr-water reaction drove H₂ production → possible detonation component of second explosion; graphite combustion = reason for prolonged 14-day release vs containment-equipped reactor accidents (TMI; VVER); CHF exceedance sequence = initial physical mechanism of fuel fragmentation and dispersal"
"iodine_thyroid_physiology_REAL.csv","nuclear_physics_reference","8_rows","thyroid_physiology","Thyroid/iodine physiology: NIS symporter (SLC5A5; secondary active transport; 20-200× concentration factor; KI competitive inhibition mechanism); thyroid hormone synthesis (NIS→TPO organification→coupling→T3/T4); KI prophylaxis mechanism (Wolff-Chaikoff block + competitive dilution; >90% effective < 1hr before exposure; <10% after 8hr); iodine deficiency 1.5-3× amplification of thyroid dose; RET/PTC rearrangement mechanism (I-131 beta → chromosome 10 DSBs → RET proto-oncogene activation → MAPK uncontrolled growth); I-131 dose coefficient 8× higher in 1yr child vs adult; net child:adult dose factor 36-50× (dose coeff × smaller thyroid × iodine deficiency); minimum latency 3-5yr; surveillance effect post-2005; TSH feedback and goiter in iodine-deficient populations","Dai 1996 PNAS; Carrasco 1993 Nature; ICRP 56; Nikiforov 2003 PMID:14598823; thyroid_cancer_timeseries_REAL.csv; iodine_atmospheric_chemistry_REAL.csv; decontamination_countermeasures_REAL.csv; unscear_evacuee_thyroid_doses_REAL.csv","NIS simultaneously explains I-131 carcinogenesis AND I-131 therapy (same transporter); RET/PTC rearrangements are radiation-specific molecular signature confirming radiation causality at biological mechanism level; net 36-50× child vs iodine-sufficient adult factor = explains why thyroid cancer is EXCLUSIVELY pediatric excess; KI failure in Soviet Union = Soviet milk ban failure = most preventable harm from Chernobyl"
"uranium_thorium_decay_series_REAL.csv","nuclear_physics_reference","8_rows","natural_decay_series","Natural decay series: U-238 series (14 members → Pb-206; 8 alphas; ΔE=51.7 MeV/chain); U-235 series (11 members → Pb-207; actinium series); Th-232 series (10 members → Pb-208; thoron Rn-220 t½=56s vs Rn-222 t½=3.82d); secular equilibrium definition (A_parent=A_daughter; established in 5-10 × t½_daughter); Rn-222 health physics (indoor action level 100 Bq/m³; 3-10 mSv/yr at 100 Bq/m³; Po-218 and Po-214 = critical alpha progeny in lung); K-40 (4400 Bq in 70kg body; 0.17 mSv/yr; homeostasis regulated; 0.0117% natural K); Pb-210/Po-210 seafood pathway (100 Bq/kg shellfish); natural U in soil (25-60 Bq/kg); Chernobyl fuel not in secular equilibrium (2-4yr irradiation << Th-230 equilibrium time)","Bateman 1910; NNDC; UNSCEAR 2000 Annex B; ICRP 115 2010; natural_background_radiation_REAL.csv; quantum_nuclear_physics_fundamentals_REAL.csv; am241_ingrowth_timeseries_REAL.csv","Secular equilibrium concept critical: Ba-137m ALWAYS in equilibrium with Cs-137 (2.55min << 30yr); Am-241 NOT in equilibrium with Np-237 (432yr; only 40yr elapsed); natural Rn-222 adds 1-2 mSv/yr in CEZ independent of Chernobyl contamination; all Cs-137 and Sr-90 in current environment = entirely anthropogenic (no natural production pathway; pre-1945 = zero)"
"liquidator_cardiovascular_REAL.csv","health_outcomes","8_rows","1991-2008","Liquidator cardiovascular and non-cancer effects: CVD ERR/Gy=0.47 (95% CI: 0.31-0.63; Kashcheev 2015; n=53,772; 17yr follow-up); cerebrovascular ERR/Gy=0.46 (consistent with A-bomb survivors: 0.53); radiation CVD mechanism (endothelial dysfunction; oxidative stress; TGF-β fibrosis; microvascular damage); confounders: alcohol (~60% heavy drinkers); smoking; socioeconomic stress; dose-response validates causality above confounders; chronic radiation syndrome (CRS; Soviet concept; not ICRP-recognized); cataract ICRP 118 threshold revised from 2 Gy → 0.5 Gy (Worgul 2007 n=8607 liquidators; changed global eye dose limit 150→20 mSv/yr); leukemia ERR/Gy=1.52 (Zablotska 2013; ~100-200 excess cases); stroke ERR/Gy=0.46; CVD+stroke mortality > cancer mortality in liquidator cohort","Kashcheev 2015 Radiat Environ Biophys 54(2):163-173; Worgul 2007 PMID:17267613; Zablotska 2013; ICRP 118 2012; liquidator_health_outcomes_REAL.csv; stochastic_deterministic_effects_REAL.csv; neuropsychiatric_longterm_health_REAL.csv","Cataract threshold revision to 0.5 Gy (from single Chernobyl study) changed global occupational eye dose limit 150→20 mSv/yr = most direct Chernobyl-to-policy translation in radiation protection history; CVD+stroke mortality likely exceeds cancer mortality in liquidators = paradigm shift from cancer-dominant risk model; psychosocial stress component cannot be separated from radiation-direct CVD contribution"
"chernobyl_post_accident_milestones_REAL.csv","historical_context","10_rows","1986-2025","Post-accident milestone timeline: May 1986 sarcophagus construction (206 days; 200,000 workers); August 1986 Legasov Vienna IAEA presentation (glasnost in nuclear safety; 5hr disclosure; 500 delegates); September 1986 IAEA CENNA treaty (66hr delay → binding international law in 5 months); 1989 WANO establishment; December 1991 USSR dissolution (Chernobyl as contributing cause; Gorbachev quote); December 1994 Budapest Memorandum (Ukraine denuclearized in exchange for security assurances; violated 2022); December 2000 Unit 3 final shutdown (G7 MOU 1995; last RBMK at ChNPP); November 2016 NSC slid over sarcophagus (€1.5B; 36,000t; 100yr design); February 2022 Russian invasion (35-day occupation; March 31 withdrawal); February 2025 NSC drone strike (6m breach; €31M repair; structural integrity maintained)","IAEA CENNA 1986; WANO; Plokhy 2018; EBRD; INSAG-7 1992; chernobyl_shelter_sarcophagus_REAL.csv; zaporizhzhia_npp_2022_2025_REAL.csv; modern_monitoring_REAL.csv","Legasov Vienna = first glasnost moment in Soviet nuclear culture; Budapest Memorandum = Chernobyl's geopolitical legacy (Ukraine's 3rd-largest arsenal abandoned for security guarantees later violated); NSC slid 2016 = largest movable structure ever built at time; 2022 occupation = nuclear security crossed new threshold (first time operating nuclear site occupied by military force in Europe)"
"nuclear_power_global_context_REAL.csv","nuclear_operations","8_rows","1986-2026","Global nuclear power context: ~415 GWe operating; ~440 reactors; 32 countries; deaths/TWh (nuclear=0.03; coal=2.8; Chernobyl+Fukushima included); nuclear post-Chernobyl industry effect (new orders stopped USA; 10 reactors cancelled Germany; 20-30yr expansion delay Western countries); RBMK status (11 still operating Russia 2026; modified post-1986); public perception polling (dropped 50-60%→30% post-Chernobyl; further drop post-Fukushima; recent recovery from climate/energy security concerns); nuclear economics (LCOE: existing $30-40/MWh; new $80-200/MWh; fuel = 5% of LCOE); Generation IV passive safety features; SMR development status; Onkalo permanent repository (Finland; 2025 first operation; only operational geological repository); nuclear vs renewables low-carbon comparison","IAEA PRIS 2026; NEA 2022; Ritchie 2020 Our World in Data; reactor_types_physics_comparison_REAL.csv; chernobyl_economic_impact_REAL.csv; rbmk_safety_modifications_REAL.csv; chernobyl_decommissioning_physics_REAL.csv","Nuclear industry's worst accident (INES-7 Chernobyl) had 56 confirmed direct deaths; comparable energy from coal kills millions via air pollution; public risk perception inverted from statistical reality; Chernobyl delayed nuclear expansion by 20-30yr in West = increased fossil fuel use = net negative for health (air pollution) and climate; Onkalo operational = proof that geological disposal of nuclear waste is technically solvable; waste disposal argument against nuclear partially addressed"
"plutonium_environmental_fate_REAL.csv","contamination_environment","8_rows","1986-2100","Plutonium environmental fate: Pu-239 released 8.5 TBq (0.0085 PBq); Pu-241 released 6 PBq (highest Pu activity; decays to Am-241); total Pu mass released ~4-6 kg (96-97% remained in corium); NW direction 10km hot spots >400 kBq/m²; Pu-239 Kd=50,000-500,000 L/kg (immobile); >99% in top 5cm; Pu inhalation dose coefficient 3.2-7.1×10⁻⁵ Sv/Bq (1000× ingestion); fuel particle AMAD 4-150 µm → nasal/bronchial deposition (less deep lung dose); Pu TF vegetables 0.001-0.01 (100-1000× lower than Cs-137); Pu dietary dose negligible vs Cs-137; Bateman equation for Pu-241→Am-241: peak 2058.7 in CEZ soils; Np-237 emerging from Am-241 after ~1000yr (long-term concern; more mobile Kd=10-1000); CEZ Pu security (reactor-grade + dispersed + safeguarded = not extractable)","01_source_term_REAL.csv; am241_ingrowth_timeseries_REAL.csv; fuel_particle_contamination_REAL.csv; soil_radionuclide_migration_REAL.csv; chernobyl_nuclear_terrorism_risk_REAL.csv; nuclear_fuel_cycle_burnup_REAL.csv","Pu-241 → Am-241 ingrowth = growing alpha hazard in CEZ soils until 2058.7; unique post-Chernobyl environmental trajectory; Pu dietary pathway negligible (TF 100-1000× lower than Cs-137); inhalation = dominant Pu pathway for liquidators working in contaminated soil; CEZ = unintentional long-term Pu migration experiment providing data for deep repository performance assessment"
"radiobiology_genomic_instability_REAL.csv","nuclear_physics_reference","8_rows","1984-present","Radiation-induced genomic instability (RIGI): delayed chromosome aberrations in progeny cells 10-20+ generations post-irradiation (Kadhim 1992); mechanism proposals: epigenetic changes; mitochondrial ROS; telomere dysfunction; bystander effect (adjacent unirradiated cells damaged via gap junctions or cytokines: NO; TGF-β; TNF-α; H₂O₂); abscopal effect (distant tumor regression via immune system); NHEJ vs HR repair kinetics (NHEJ fast 30min; error-prone; HR slow 2-8hr; error-free; S/G2 phase only); γH2AX foci formation (minutes; resolves ~4hr; persistent elevation in some liquidators 30+ years); LET and RBE mechanistic basis (clustered DSBs from high-LET alpha = poorly repaired); adaptive response (low-dose priming reduces subsequent damage); heritable effects: NOT confirmed in humans after nuclear exposures (UNSCEAR 2001/2008; Chernobyl + A-bomb)","Kadhim 1992 Br J Cancer 67:367; UNSCEAR 2012 Annex C; Morgan 2003; Nikiforov 2003; radiation_biology_mechanisms_REAL.csv; stochastic_deterministic_effects_REAL.csv; contested_radiation_science_REAL.csv","RIGI and bystander effect = real laboratory phenomena with uncertain quantitative in vivo significance; not incorporated in current LNT-based radiation protection standards; heritable effects not confirmed in humans even at Chernobyl/A-bomb doses; adaptive response real but not sufficient evidence to modify LNT; NHEJ error → chromosome 10 break → RET/PTC fusion = specific molecular mechanism linking I-131 beta radiation to thyroid cancer initiation"
"chernobyl_international_scientific_programs_REAL.csv","historical_context","8_rows","1986-2026","International scientific programs: UN Chernobyl Forum 2005 (~56 confirmed deaths; ~4000-6000 projected thyroid cancer deaths; psychological burden primary; no confirmed birth defect increase); UNSCEAR assessments 1988-2018 (2008 Annex D = primary 165-page reference); NCI UkrAm/BelAm thyroid study (ERR/Gy=1.91; n=13,127 Ukrainian); STAR radioecology consortium (EU FP7; 44-taxa ERICA dose assessment; Beresford 2022); IAEA MODAS dose reconstruction model (1986-present; millions of individuals); Chernobyl Tissue Bank (3000+ tumor samples; RET/PTC discovery; BRAF vs RET/PTC spectrum); HYSPLIT/FLEXPART atmospheric modeling (ERA5 reanalysis; plume reconstruction ±30%); RNMDR Russian registry (200,000 liquidators; annual exams; 1991-present; Kashcheev 2015 CVD; Ivanov 2004 leukemia)","WHO 2006; UNSCEAR 2008; Tronko 2006 BMJ; Beresford 2022; CTB; RNMDR; nci_ukraine_thyroid_cohort_REAL.csv; liquidator_health_outcomes_REAL.csv; environmental_dose_biota_REAL.csv","UN Chernobyl Forum = authoritative multi-agency synthesis; RNMDR = world's largest ongoing radiation-exposed occupational cohort; Chernobyl Tissue Bank = largest radiation-associated cancer biobank globally; MODAS + RADRUE = complementary dose reconstruction tools for public vs liquidator populations; STAR CEZ results = no current population-level effects in most species; all programs continue providing data 40 years post-accident"
"reactor_criticality_kinetics_REAL.csv","nuclear_physics_reference","8_rows","nuclear_physics_fundamentals","Reactor criticality kinetics: reactor period equation T_r = Λ/(ρ-β_eff); delayed neutron 6 groups for U-235 (β_eff=0.0065; mean delayed lifetime 13s; controllability window); dollar ($) unit = β_eff = prompt critical boundary; four-factor formula k_∞=η×ε×p×f (RBMK specifics: graphite moderator → H₂O absorption removed when void forms → f increases → positive void coefficient physics derived from first principles); neutron multiplication chain (52.6 generations for 200→30,000 MWth; Λ=0.002s × generations); SCRAM dynamics (AZ-5 rod insertion 18s original; 12s post-1986; graphite tip: +$2-3 instantaneous spike at partial insertion); subcritical multiplication M=1/(1-k) (Room 305/2 corium monitoring); historical criticality accidents (Slotin 1946; SL-1 1961; Tokaimura 1999)","Lamarsh 2001; Glasstone Sesonske 1967; INSAG-7; rbmk_core_neutron_physics_REAL.csv; rbmk_void_coefficient_physics_REAL.csv; rbmk_safety_modifications_REAL.csv; corium_fcm_physics_REAL.csv","Four-factor formula DERIVES positive void coefficient from physics: removing H₂O (absorber) from graphite-moderated heterogeneous lattice increases f → k_eff increases; this is the fundamental physics behind Chernobyl accident; dollar units clarify: +$8 >> +1$ (prompt critical) → uncontrollable on millisecond timescale; SCRAM rods moving at 0.4m/s = SLOW compared to 34ms doubling time at +$10 reactivity"
"chernobyl_key_persons_REAL.csv","historical_context","8_rows","1986-2026","Key persons: Legasov (Kurchatov; Vienna disclosure; suicide Apr 27 1988; posthumous Hero of Ukraine; tape recordings preserved nuclear safety critique; INSAG-7 vindicated design fault claim); Bryukhanov (ChNPP director; 10yr sentence; falsified reports; delayed evacuation; released 1991; died 2021); Dyatlov (deputy chief engineer; ordered ECCS off; threatened operators; 10yr sentence; maintained operator error narrative to death 1995); Akimov (shift chief; pumped water to destroyed reactor all night; died May 11 1986; age 33); Toptunov (reactor control engineer; age 25; pressed AZ-5; died May 16 1986); Pravik+Kibenok (fire lieutenants; died May 1986 after roof firefighting 1000-5000 R/hr); Guskova (Hospital No. 6; BMT contraindication finding; lymphocyte nadir dosimetry; 134 ARS patients; founded radiation casualty medicine protocols); Gorbachev (authorized Legasov Vienna; 2006: Chernobyl = real cause of Soviet collapse)","Plokhy 2018 Chernobyl; INSAG-7; chernobyl_first_responders_medical_REAL.csv; nuclear_safety_culture_REAL.csv; chernobyl_post_accident_milestones_REAL.csv; ars_cases_REAL.csv","Operators (Akimov; Toptunov) never told about positive void coefficient magnitude; executed procedures designed by electrical engineers with no nuclear safety review; their deaths = direct result of institutional opacity and design defect concealment; Legasov's posthumous vindication by INSAG-7 demonstrates that accident root cause analysis required genuine glasnost; Guskova's BMT contraindication finding changed global radiation casualty medicine"
"chernobyl_radiation_measurement_instruments_REAL.csv","nuclear_physics_reference","8_rows","1986-2026","Radiation measurement instruments: DP-5 Soviet ionization chamber (0.05 mR/hr to 200 R/hr; SATURATED at 200 R/hr showing '0' → operators thought core intact; key failure mode); KID-2 pocket dosimeter (0-5 rem; maxed out in contaminated areas; systematically falsified; underestimated by factor 1.5-15×); TLD (LiF crystal; ±5-15%; confiscated by supervisors); HPGe spectrometer (FWHM 1.9 keV at 1332 keV; 100-200× better than NaI; essential for Cs-134/Cs-137 ratio; Am-241; food monitoring); NaI scintillation (dose rate + screening; used for thyroid scanning; WBC Cs-137 body burden); GM tube (robust field indicator; energy-independent count rate; does not detect Sr-90 without thin window); EPR tooth enamel (34 mGy detection limit; permanent archival record; validates badge falsification); EURDEP 5000+ stations (10-min update; detects Chernobyl-scale release within 30-60 min)","retrospective_dosimetry_methods_REAL.csv; dose_reconstruction_RADRUE_REAL.csv; modern_monitoring_REAL.csv; gamma_ray_interaction_physics_REAL.csv; nuclear_forensics_attribution_REAL.csv","DP-5 saturation at 200 R/hr showing false '0' was critical factor in Bryukhanov's false report of '3.6 R/hr' = direct cause of delayed evacuation; badge falsification documented by EPR studies = RADRUE needed as correction; EURDEP 2026 would detect equivalent release in 30-60min vs 66hr in 1986; HPGe essential for isotope-specific measurements (Cs-134/Cs-137 ratio forensics; Am-241 tracking)"
"chernobyl_pripyat_city_REAL.csv","historical_context","8_rows","1970-2026","Pripyat city history and current status: founded 1970; 49,360 population (avg age 26); youngest city in USSR; evacuated April 27 1986 (36hr delay; 3hr evacuation by 1200 buses; told '3 days'); never repopulated; current dose rate 4.932 µSv/hr = 43 mSv/yr continuous (43× public limit; 2× occupational limit); habitable ~2170-2200 (at 1 mSv/yr threshold); contamination 600-3700 kBq/m² Cs-137; Hospital Medchast 126 first ARS patients; amusement park (opened briefly April 27; never reached May 1 grand opening; Ferris wheel = icon of abandonment); Chernobyl city 0.209 µSv/hr (1.8 mSv/yr; approaching habitability); Red Forest hotspot 2-100+ µSv/hr near burial trenches; self-settlers 700-1200 returned (now ~200-300 elderly; declining); UNESCO World Heritage nomination process","modern_monitoring_REAL.csv; chernobyl_social_displacement_REAL.csv; contamination_zones_REAL.csv; cez_management_regulations_REAL.csv; chernobyl_first_responders_medical_REAL.csv","Pripyat dose rate decline: 60% remaining after 40yr (faster than radioactive decay alone due to soil migration weathering); habitable at public limit ~2170-2200; Chernobyl city at 1.8 mSv/yr approaching habitability threshold (within ~20yr at current decline rate); self-settler lifespan NOT shorter than non-displaced age-matched population (psychological home benefit potentially offsetting small radiation increase)"
"atmospheric_aerosol_physics_REAL.csv","nuclear_physics_reference","7_rows","aerosol_physics_fundamentals","Atmospheric aerosol physics: size classification (PM2.5 < 2.5µm; PM10 < 10µm); volatile condensation aerosols Cs/I/Te (AMAD 0.1-1 µm = respirable; thousands km transport) vs fuel particles (4-150 µm = near-field deposition <10km); dry deposition velocity V_d (I₂ gas=10-50 mm/s; CH₃I=0.01-0.1 mm/s; Cs-137 aerosol=1-3 mm/s; Pu fuel particle=50+ mm/s); wet scavenging Λ = 2×10⁻⁵ × R^0.82 s⁻¹ → hotspot formation from single thunderstorm (Bavaria May 8); resuspension factor K_p aging (10⁻⁵ fresh 1986 → 10⁻⁸ to 10⁻⁹ aged 2026); Stokes settling velocity derivation (Pu fuel particles 50µm → range <10km; Cs aerosol 0.3µm → >1000km); turbulent K-theory diffusion (σ_y = 0.16x Class D); Pasquill-Gifford classes A-F","ICRP 66 1994; Briggs 1974; atmospheric_transport_plume_REAL.csv; atmospheric_dispersion_parameters_REAL.csv; iodine_atmospheric_chemistry_REAL.csv; fuel_particle_contamination_REAL.csv; european_deposition_REAL.csv","Wet deposition 99% vs dry 1%: single thunderstorm May 8 1986 deposited essentially entire remaining column inventory in Bavaria = explains why Bavaria has higher contamination than some areas 3× closer to Chernobyl; resuspension K_p decrease by 3-4 orders over 40yr (aging) = passive environmental remediation; Stokes settling DERIVES why fuel particles are near-field and volatile aerosols are far-field contamination"
"chernobyl_media_culture_REAL.csv","historical_context","8_rows","1986-2026","Media and cultural impact of Chernobyl: TASS initial announcement (April 28 1986; 66hr delay; 14 words about accident; triggered by Swedish Forsmark detection; May Day parade held in contaminated Kyiv May 1 1986); Zhores Medvedev 1979 book (first Western account of Kyshtym 1957; template for independent nuclear disclosure); HBO Chernobyl 2019 (Craig Mazin; Jared Harris; 9 Emmys; 100M+ viewers; scientifically accurate; Khomyuk = composite character); Higginbotham Midnight in Chernobyl + Plokhy 2018 (first archival English-language accounts; supersede Medvedev 1991); nuclear tourism (60,000-100,000/yr pre-war; ~$50M/yr Ukrainian economy; suspended Feb 24 2022); Soviet 1986 propaganda (heroic workers; Western anti-Soviet hysteria narrative; concealed RBMK design fault; no mention ORM violations); Chernobyl in art/literature (Alexievich 1997 Nobel 2015; S.T.A.L.K.E.R. game series; photography Gerd Ludwig); 40th anniversary April 26 2026 (concurrent with active war; Ukrainian environmental war crime framing; scientific conferences)","chernobyl_key_persons_REAL.csv; nuclear_safety_culture_REAL.csv; chernobyl_pripyat_city_REAL.csv; chernobyl_social_displacement_REAL.csv; chernobyl_post_accident_milestones_REAL.csv","HBO Chernobyl 2019 = most scientifically accurate depiction of any nuclear accident in mainstream media (nuclear expert consensus); Khomyuk = composite (no one scientist played that role); TASS 66hr delay = worst-practice example in every nuclear emergency communication textbook; nuclear tourism day visit dose (0.003-0.01 mSv) = less than transatlantic flight dose; Soviet propaganda failure about Chernobyl was visible catalyst for glasnost acceleration"
"chernobyl_liquidator_work_categories_REAL.csv","historical_context","8_rows","1986-1990","Liquidator work categories with JEM coding for RADRUE dose reconstruction: roof decontamination biorobots (3800-5000 persons; 90s max shift; 50-16,000 mSv; August-October 1986; human biorobots after remote robots failed due to electronics failure); tunnel miners coffin brigade (10,000 miners; 50-350 mSv; 22-day tunnel under reactor; corium melt-through fear; corium stayed; tunnel never used for cooling); helicopter aircrew (1,800+ sorties; 5100t material dropped; 10-200 mSv; navigators higher doses; second peak May 6-8); decontamination surface workers (200,000-300,000; 50-500 mSv; KID-2 systematically falsified 1.5-15×); sarcophagus construction (90,000-100,000 workers; July-November 1986; 400,000 m³ concrete; 50,000 person-Sv collective dose estimate); firefighters (134 ARS of ~800 first responders; 800-16,000 mSv; DP-5 showed false 0); plant operators night of accident (Akimov 15 Gy; Toptunov 15 Gy; Dyatlov ~5 Gy); dosimetric control officers (systematic badge falsification 60% per Pitkevitch survey)","RADRUE JEM; Pitkevitch 1997 Health Phys; Ivanov 2004; dose_reconstruction_RADRUE_REAL.csv; chernobyl_first_responders_medical_REAL.csv","Roof workers highest individual doses of any subgroup; helicopter drops limited effect (fire self-extinguished by O₂ depletion May 9); KID-2 falsification ubiquitous; tunnel = massive mobilization for corium melt-through threat that did not materialize"
"reactor_coolant_chemistry_REAL.csv","nuclear_physics_reference","8_rows","nuclear_engineering_fundamentals","RBMK primary circuit chemistry: two independent loops 14,000-16,000 kg/s; NO boric acid (unlike PWR = no soluble backup shutdown); N-16 production O-16(n,p)N-16 (t½=7.13s; 10.4 MeV beta; 6.1/7.1 MeV gamma; 10¹⁴ Bq in coolant during operation; clears 3min post-shutdown); water radiolysis H₂O → H₂ + O₂ + H₂O₂; Zr-water reaction >900°C: Zr + 2H₂O → ZrO₂ + 2H₂ (ΔH=-602 kJ/mol; massive H₂ → second explosion at Chernobyl = hydrogen detonation component); Co-58/Co-60 activated corrosion products (primary maintenance dose source in nuclear industry); pH control (RBMK: NH₄OH + hydrazine; PWR: LiOH + boric acid); steam drum separator; normal circuit 10¹⁴-10¹⁵ Bq vs accident release 5×10¹⁸ Bq = factor 10,000 above normal","Knief 1992; Zinkle 2013; rbmk_thermal_hydraulics_REAL.csv; rbmk_fuel_specifications_REAL.csv","RBMK boron absence = no backup shutdown system; at ORM=8 no margin; Zr-water H₂ = second explosion mechanism; N-16 = reason turbine hall workers evacuated during operation"
"chernobyl_graphite_fire_physics_REAL.csv","nuclear_physics_reference","8_rows","1986_fire_physics","Graphite fire physics: combustion thermodynamics (C + O₂ → CO₂ ΔH=-393.5 kJ/mol; Boudouard >700°C: CO₂ + C → 2CO; graphite ignites 700-900°C); 5100t helicopter drops (sand 40%; clay 25%; lead 13%; boron 0.8%; dolomite 10%); fire self-extinguished May 9-10 by O₂ depletion (NOT helicopter suppression); convective plume 1200-2000m above mixing layer → Scandinavia in 36-48hr; 14-day duration unprecedented (Windscale 16hr comparison: Chernobyl 1850× larger Cs-137 release); second peak May 6-8 (1700-2000°C); radionuclide volatilization (Cs 670°C; Te 990°C; Pu non-volatile <3232°C → explains near-field Pu concentration); 2026 wildfire K_p aging (0.001% of inventory mobilized in 2020 fire = 630 GBq); six-phase release correlation with fire temperature timeline","Pazukhin 1994; source_term_daily_release_REAL.csv; atmospheric_aerosol_physics_REAL.csv; wildfire_resuspension_REAL.csv","Graphite fire = mechanism for 14-day sustained release; plume height > mixing layer = long-range transport to Scandinavia; Boudouard reaction produces CO above 700°C; complete volatilization of Cs/I/Te at fire temperatures explains near-100% release fractions for these elements"
"radioactive_waste_classification_REAL.csv","nuclear_physics_reference","8_rows","waste_management_fundamentals","Radioactive waste classification: IAEA GSG-1 four categories (VLLW <100 Bq/g; LLW near-surface; ILW cement shielded; HLW deep geological); CEZ ~800 official waste sites; 2.5-3.0 million m³; SRWT 3,000 m³/yr capacity; spent fuel HLW (21,217 assemblies; ISF-2; no Ukrainian DGR; Onkalo Finland first DGR 2025); corium/FCM 170-220t self-vitrified HLW in-situ (leach rate 10⁻⁸-10⁻⁷ g/cm²/day similar to borosilicate glass; NSC = 100yr confinement); graphite long-lived waste (C-14 t½=5730yr 25 TBq; Nb-94 t½=20,300yr; ILW-LL classification); contaminated soil 125,000 km² × 5cm = 6.25 billion m³ = impossible to excavate (in-situ management only per ICRP 111); global SNF 440,000 tHM accumulating at 12,000 tHM/yr","IAEA GSG-1 2009; chernobyl_decommissioning_physics_REAL.csv; red_forest_waste_sites_REAL.csv; corium_fcm_physics_REAL.csv","Corium = self-vitrified nuclear waste glass (accident produced what glass manufacturers engineer deliberately); Red Forest burial trenches = LLW/ILW in inappropriate near-surface trenches → primary groundwater contamination source; soil remediation impossible at scale (ICRP 111 approach: behavioral/food restrictions; not excavation)"
"nuclear_dose_epidemiology_REAL.csv","nuclear_physics_reference","8_rows","epidemiology_methods_radiation","Radiation dose epidemiology: LSS 86,611 A-bomb survivors 1950-2019 (DS02 dosimetry; ERR/Gy solid tumors=0.47; thyroid=0.53; leukemia linear-quadratic; primary LNT basis); ERR vs EAR models (IARC 25,000 vs UNSCEAR 6,600 excess Chernobyl cancer deaths = partly model choice difference); LNT derivation (40 DSBs/Gy; linear from first principles; no threshold mechanism; Techa River chronic exposure confirms); RNMDR cohort design (200,000 workers; healthy worker effect; alcohol 60%; smoking 56%; KID-2 falsification biases; EPR correction essential); ERR/Gy=1.91 thyroid (Tronko 2006 n=13,127); statistical power (n=200,000 powered for ERR/Gy>0.3 leukemia; underpowered solid tumors<0.5); DDREF=1.5-2.0; attributable fraction AF=ERR×D/(1+ERR×D) (individual cancer causation probability; compensation threshold AF>0.5)","Pierce 1996; Tronko 2006 BMJ; Kashcheev 2015; ICRP 103; UNSCEAR 2008; contested_radiation_science_REAL.csv","Absence of solid tumor excess in liquidators ≠ radiation safe: means underpowered + confounded + dose uncertainty; thyroid SIR=13× and leukemia ERR/Gy=1.52 confirmed beyond doubt; IARC vs UNSCEAR difference = model choice + DDREF; DDREF=2 correction needed for protracted exposure vs A-bomb acute exposure"
"soviet_nuclear_secrecy_REAL.csv","historical_context","8_rows","1957-2026","Soviet nuclear secrecy and post-Chernobyl transparency: five-level Soviet classification system (Sovershenno Sekretno to open); RBMK positive void coefficient classified from 1973-1992; operators never told void coefficient magnitude or ORM safety significance; Leningrad 1975 RBMK power excursion classified (lessons NOT shared → Chernobyl predictable consequence); Kyshtym 1957 cover-up 32yr (Medvedev 1979 disclosure established template for nuclear secrecy breach); glasnost: Chernobyl = first test of Gorbachev transparency policy (old reflexes prevailed 66hr; then forced by Forsmark); KGB April 26 12:00 report to Gorbachev (accurate; classified) vs TASS 66hr minimized announcement = deliberate suppression documented; RBMK design flaw classification until INSAG-7 1992; WANO established 1989 as direct response to information isolation; Convention on Nuclear Safety 1994 Article 9; post-Chernobyl: IAEA Early Notification Convention 1986 (1-2hr mandatory disclosure); 2026 challenge: ZNPP under Russian occupation = transparency breakdown paralleling Soviet 1986 patterns","Plokhy 2018; INSAG-7 1992; Gorbachev Foundation 2006; nuclear_safety_culture_REAL.csv; chernobyl_post_accident_milestones_REAL.csv","RBMK operators were institutionally prevented from knowing the safety-critical physics of their own reactor; Leningrad 1975 lesson not shared because of classification = direct causal chain to Chernobyl; KGB internal reports confirm 66hr delay was deliberate suppression not ignorance; Gorbachev: Chernobyl = real cause of Soviet Union collapse; ZNPP 2022 = first major test of post-Chernobyl transparency conventions in wartime"
